"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 31 03:08:37 MSK 2023","Tue Jan 31 03:09:24 MSK 2023","46729","chromium","UI.spec.ts","Test Onliner","","","Buy Micro superprice in XIAOMI Shop",""
